OBJECTID,x,y,Sheltered_Coastline,Geomorphology_Hazard,Elevation_Hazard,Sea_Level_Rise_Hazard,Wave_Hazard,storm_surge_hazard,Erosion_Rate_Hazard,Forest_Present,Marsh_Present,Dune_Present,Oyster_Reef_Present,Underwater_Grass_Present,Hazard_with_Habitats,Hazard_without_Habitats,Hazard_Reduction_by_Habitats,Community_Flood_Risk_Max,Community_Flood_Risk_Nearest,County,EI_wHAB,EI_woHAB_x,hab_role,NearRiskD,Latitude,Longitude,PercentBufferOccupied,HabScore,PercentRemaining2100,PercentBufferRemain,PersistScore,AreaScore,PDI,SVI,PeopleScore,EI_woHAB_y,Probability,HazScore,TotalScore,Overall_Rating,Shape__Area,Shape__Length,Hazard_Reduction_by_Habitats_Numeric,Hazard_with_Habitats_Numeric,Hazard_without_Habitats_Numeric,Community_Flood_Risk_Max_Numeric
2449,392298.774493,4341197.23155,No,Low,Low,Low,High,Very Low,Low,1,1,0,0,0,Low,Moderate,Moderate,Very High,Very High,Kent,1.90943003,2.27970004,0.37028,188.18760681,39.21422594,-76.24575978,6.76437015,1,29.51751331,4.5613509,3,2,40,20,2,0.0,0.9,2,10,Low,11233.535316525,587.4434941934028,2.0,1,2,4.0
2450,392548.774493,4341197.23155,No,Very Low,Low,Low,High,Very Low,Very Low,1,1,0,0,0,Low,Low,Low,Very High,Very High,Kent,1.56637001,1.87012005,0.30375299,225.73623657,39.21328547,-76.2447149,3.65301038,1,0.0,1.00275942,1,1,40,20,2,2.45664001,0.9,4,9,Very Low,2895.70772836,306.83615126780677,1.0,1,1,4.0
2451,408798.774493,4341197.23155,Yes,Low,Low,Low,Low,Very Low,Low,0,1,0,0,0,Low,Moderate,Low,Very High,Very High,Kent,1.87541997,2.06478,0.189362,32.24091339,39.21465319,-76.05595564,6.7501208,1,0.0,3.15976494,1,1,40,20,2,2.04583001,0.9,3,8,Very Low,1759.35600338,171.9153652640829,1.0,1,2,4.0
2452,409048.774493,4341197.23155,Yes,Low,Low,Low,Low,Very Low,Low,0,1,0,0,0,Low,Moderate,Low,Very High,Very High,Kent,1.87541997,2.06478,0.189362,174.73919678,39.21547863,-76.05365604,4.52386632,1,0.0,1.24911192,1,1,40,20,2,0.0,0.001,0,5,Very Low,777.862865545,112.11021245830082,1.0,1,2,4.0
2453,409548.774493,4341197.23155,Yes,Moderate,Low,Low,Low,Very Low,Low,0,1,0,0,0,Low,Moderate,Low,Very High,High,Kent,1.98725998,2.18791008,0.200655,473.8614502,39.21674365,-76.04966902,2.55201342,1,0.0,2.13068945,1,2,40,20,2,2.45664001,0.9,4,10,Low,7851.827345875,477.1370473917002,1.0,1,2,4.0
2460,373798.774493,4340947.23155,Yes,Low,Moderate,Low,Moderate,Very Low,Very Low,1,0,0,0,0,Low,Moderate,Low,Very High,Low,Baltimore,1.81465995,2.0998199,0.28515401,1278.2244873,39.20863806,-76.46196606,7.95489526,1,41.0376673,6.61978493,4,2,40,20,2,1.98164999,0.9,3,12,Medium,20633.734893215,934.6552672982644,1.0,1,2,4.0
2461,374798.774493,4340947.23155,Yes,Very Low,Moderate,Low,Very Low,Very Low,Very Low,1,0,0,0,0,Low,Low,Low,Very High,Moderate,Baltimore,1.40020001,1.62560999,0.225417,0.0,39.20704075,-76.44657812,4.2675755,1,56.8114564,3.37068495,4,1,20,20,1,2.39348006,0.9,4,11,Low,2509.98903296,203.7576279607673,1.0,1,1,4.0
2462,375548.774493,4340947.23155,Yes,Low,Moderate,Low,Very Low,Very Low,Very Low,1,0,0,0,0,Low,Low,Low,Very High,Very High,Baltimore,1.54594004,1.79481995,0.248881,22.9091835,39.2090391,-76.44169524,1.83144506,1,17.47557684,7.59210499,2,2,40,20,2,2.49390006,0.9,4,11,Low,7552.658901545,351.165582834755,1.0,1,1,4.0
2463,376048.774493,4340947.23155,Yes,Low,Moderate,Low,Low,Moderate,Very Low,1,0,0,0,0,Low,Moderate,Moderate,Very High,Very High,Baltimore,1.99690998,2.31838989,0.32148099,29.97538185,39.20868318,-76.43708979,12.34552723,1,61.77360622,14.31778168,5,3,40,20,2,2.91769004,0.9,5,16,Very High,241628.588818015,4536.490497685555,2.0,1,2,4.0
2464,377048.774493,4340947.23155,No,Low,Moderate,Low,Moderate,Low,Low,1,1,0,0,0,Moderate,Moderate,Moderate,Very High,Very High,Baltimore,2.14394999,2.55971003,0.415759,1215.4230957,39.20882743,-76.42336259,2.78510683,1,6.22808997,3.03757681,2,2,20,20,1,2.16782999,0.9,3,9,Very Low,4312.270956815,295.1791674510726,2.0,2,2,4.0
2465,392048.774493,4340947.23155,No,High,Low,Low,High,Very Low,Moderate,1,1,0,0,0,Moderate,Moderate,Moderate,Very High,Very High,Kent,2.23390007,2.66709995,0.433202,123.30525208,39.21037568,-76.24652928,8.81530487,1,81.887962,7.28767155,5,2,20,20,1,2.0998199,0.9,3,12,Medium,13811.14920073,669.2295149107987,2.0,2,2,4.0
2466,408548.774493,4340947.23155,Yes,Moderate,Low,Low,Low,Very Low,Very Low,0,1,0,0,0,Low,Low,Low,Very High,Low,Kent,1.79990995,1.98164999,0.181738,0.0,39.2120562,-76.058713,25.42566062,2,39.47836996,17.74341783,3,1,40,20,2,0.0,0.9,2,10,Low,1927.74688684,203.62762836331189,1.0,1,1,4.0
2467,409298.774493,4340947.23155,Yes,Low,Low,Low,Low,Very Low,Low,1,1,0,0,0,Low,Moderate,Moderate,Very High,High,Queen Anne's,1.72941005,2.06478,0.33537099,19.97738647,39.21105974,-76.04876875,11.71241356,1,32.72044536,20.2429973,3,3,40,20,2,0.0,0.9,2,11,Low,53304.70450554,2030.1099505093928,2.0,1,2,4.0
2475,373048.774493,4340697.23155,Yes,High,Moderate,Low,Moderate,Low,Very Low,1,1,0,0,0,Moderate,Moderate,Moderate,Low,Low,Baltimore,2.14394999,2.55971003,0.415759,1925.27722168,39.20606836,-76.4703254,11.87075818,1,83.62631848,21.91722342,5,1,40,20,2,2.31838989,0.9,3,12,Medium,385.18471682,86.47315362435435,2.0,2,2,1.0
2476,373298.774493,4340697.23155,Yes,Low,Moderate,Low,Moderate,Low,Very Low,1,1,0,0,0,Low,Moderate,Moderate,Very High,Low,Baltimore,1.94183004,2.31838989,0.37656301,1679.8326416,39.20626331,-76.46744234,18.96890652,1,9.9126043,5.59109205,2,2,40,20,2,2.31838989,0.9,3,10,Low,11196.447503825,694.2272766597198,2.0,1,2,4.0
2477,373548.774493,4340697.23155,Yes,Low,Moderate,Low,Moderate,Very Low,High,1,1,0,0,0,Moderate,Moderate,Moderate,Very High,Low,Baltimore,2.14394999,2.55971003,0.415759,1426.89160156,39.2059771,-76.46453636,21.38410273,2,22.82859077,13.36283203,3,2,40,20,2,2.22503996,0.9,3,12,Medium,8817.83136067,764.97766667521,2.0,2,2,4.0
2478,374798.774493,4340697.23155,Yes,Very Low,Moderate,Low,Low,Very Low,Low,1,0,0,0,0,Low,Low,Low,Very High,Low,Baltimore,1.70685995,1.98164999,0.274786,2.97936296,39.20577369,-76.44748732,12.0010547,1,31.00488118,5.21804164,3,1,40,20,2,1.98164999,0.001,3,10,Low,1228.08286064,150.9941146936007,1.0,1,1,4.0
2479,375298.774493,4340697.23155,Yes,Very Low,Moderate,Low,Very Low,Very Low,Low,1,0,0,0,0,Low,Low,Low,Very High,Very High,Baltimore,1.54594004,1.79481995,0.248881,0.0,39.20627252,-76.44294892,15.272282,1,32.43426519,11.95344453,3,2,40,20,2,2.22503996,0.9,3,11,Low,30308.190978905,754.5131166593729,1.0,1,1,4.0
2480,375798.774493,4340697.23155,Yes,Low,Moderate,Low,Low,Moderate,Low,1,0,0,0,0,Moderate,Moderate,Moderate,Very High,Very High,Baltimore,2.20476007,2.55971003,0.35494399,24.45552444,39.20847337,-76.43749415,3.36627522,1,26.54214295,19.2751854,3,1,40,20,2,0.0,0.9,2,9,Very Low,888.13456017,133.1782898299817,2.0,2,2,4.0
2481,376048.774493,4340697.23155,Yes,High,Moderate,Low,Moderate,Moderate,Low,1,1,0,0,0,Moderate,Moderate,High,Very High,Very High,Baltimore,2.49898005,2.99467993,0.49569601,337.71923828,39.20680253,-76.43437373,-1.2e-07,0,64.24941338,3.76615709,5,2,40,20,2,1.79481995,0.9,3,12,Medium,7349.4918547,600.9093899272325,3.0,2,2,4.0
2482,377048.774493,4340697.23155,No,Very High,Moderate,Low,High,Low,Moderate,1,0,0,0,0,Moderate,High,Moderate,Very High,Very High,Baltimore,2.78393006,3.22139001,0.437462,1127.78234863,39.20695022,-76.42457051,32.46016923,2,5.17291805,26.09222657,2,1,40,20,2,2.22503996,0.9,3,10,Low,2270.484635685,277.1646589849781,2.0,2,3,4.0
2483,392048.774493,4340697.23155,No,Low,Low,Low,High,Very Low,Low,1,1,0,0,0,Low,Moderate,Moderate,Very High,Very High,Kent,1.90943003,2.27970004,0.37028,44.81222153,39.20825395,-76.247186,0.27076035,1,0.0,1.82715908,1,1,40,20,2,2.49390006,0.001,4,9,Very Low,259.85174839,88.0287258676279,2.0,1,2,4.0
2484,408298.774493,4340697.23155,Yes,Low,Low,Low,Low,Very Low,Very Low,0,1,0,0,0,Low,Low,Low,Very High,Moderate,Kent,1.69860995,1.87012005,0.17151,37.86349106,39.21036993,-76.06095638,16.57449738,1,78.65580687,33.69098669,5,3,40,20,2,2.45664001,0.9,4,15,High,106391.55174622,1864.0771008177485,1.0,1,1,4.0
2485,408798.774493,4340697.23155,Yes,Moderate,Low,Low,Low,Very Low,Low,0,1,0,0,0,Low,Moderate,Low,Very High,Very High,Kent,1.98725998,2.18791008,0.200655,5.02859259,39.212348,-76.05742886,14.35055304,1,0.0,3.95326238,1,1,40,20,2,2.22503996,0.9,3,8,Very Low,626.77015256,117.22626206427682,1.0,1,2,4.0
2486,409048.774493,4340697.23155,Yes,Very Low,Low,Low,Low,Very Low,Low,1,0,0,0,0,Low,Low,Low,Very High,Low,Queen Anne's,1.61616004,1.87012005,0.253961,0.0,39.20872842,-76.0521971,11.95079998,1,42.8271926,6.51451384,4,2,40,20,2,2.31838989,0.9,3,12,Medium,35639.01730654,953.7961856356774,1.0,1,1,4.0
2494,374548.774493,4340447.23155,Yes,Low,Moderate,Low,Moderate,Very Low,Low,1,0,0,0,0,Low,Moderate,Moderate,Very High,Low,Baltimore,1.99690998,2.31838989,0.32148099,119.52032471,39.20287118,-76.44899374,4e-07,0,29.21574065,14.17982143,3,1,40,20,2,0.0,0.001,0,6,Very Low,275.023920995,101.4131948060315,2.0,1,2,4.0
2495,375298.774493,4340447.23155,Yes,Very High,Moderate,Low,Very Low,Very Low,Moderate,1,1,0,0,0,Low,Moderate,Moderate,Very High,Low,Baltimore,1.99730003,2.39348006,0.396182,5.86227703,39.20433994,-76.4442286,1.32709371,1,74.91956051,2.01926705,5,2,20,20,1,2.71234989,0.9,4,13,Medium,8293.71304241,526.8670362741223,2.0,1,2,4.0
2496,375548.774493,4340447.23155,Yes,Very High,Moderate,Low,Very Low,Very Low,Very Low,1,1,0,0,0,Low,Moderate,Moderate,Very High,Low,Baltimore,1.70720005,2.04583001,0.33863801,9.79329681,39.20491298,-76.44349994,0.65290016,1,0.0,1.71531025,1,1,20,20,1,1.98164999,0.9,3,7,Very Low,668.58974072,199.31369666069236,2.0,1,2,4.0
2497,376048.774493,4340447.23155,Yes,Very High,Moderate,Low,Moderate,Low,Very Low,1,1,0,0,0,Moderate,Moderate,Moderate,Very High,Very High,Baltimore,2.20519996,2.64262009,0.43742099,491.51815796,39.20478837,-76.43475519,34.33777083,2,75.60741879,20.27155026,5,2,20,80,3,0.0,0.01,2,14,High,25131.59789187,1101.6670006558147,2.0,2,2,4.0
2498,376298.774493,4340447.23155,Yes,Very High,Moderate,Low,Moderate,Low,Low,1,1,0,0,0,Moderate,Moderate,High,Very High,Very High,Baltimore,2.43474007,2.91769004,0.482952,607.20526123,39.20470579,-76.43262437,28.72498782,2,60.89871798,9.36015769,5,2,20,80,3,0.0,0.9,2,14,High,8987.22181357,655.5595653859244,3.0,2,2,4.0
2499,376548.774493,4340447.23155,No,High,Moderate,Low,Moderate,Low,Moderate,1,1,0,0,0,Moderate,Moderate,High,Very High,Very High,Baltimore,2.49898005,2.99467993,0.49569601,844.42510986,39.20373436,-76.43002227,25.80989177,2,29.21978135,10.02414552,3,3,20,80,3,0.0,0.9,2,13,Medium,44448.96256889,1421.0772720335035,3.0,2,2,4.0
2500,376798.774493,4340447.23155,No,Very High,Moderate,Low,High,Low,Low,1,1,0,0,0,Moderate,High,High,Very High,Very High,Baltimore,2.53688002,3.0401001,0.50321299,983.93481445,39.20482333,-76.42718644,24.77287818,2,1.05818374,8.27943253,2,1,20,80,3,0.0,0.0,0,8,Very Low,883.52899442,299.8194862429833,3.0,2,3,4.0
2501,392048.774493,4340447.23155,No,Low,Low,Low,High,Very Low,Moderate,1,1,0,0,0,Moderate,Moderate,Moderate,Very High,Low,Kent,2.02328992,2.41564989,0.39236099,74.50905609,39.20611954,-76.24799084,43.50322124,3,0.0,7.0532597,1,1,60,60,3,2.0998199,0.9,3,11,Low,1187.9298404,201.98896203287828,2.0,2,2,4.0
2503,408548.774493,4340447.23155,Yes,Low,Low,Low,Low,Very Low,Very Low,0,1,0,0,0,Low,Low,Low,Very High,Low,Kent,1.69860995,1.87012005,0.17151,0.0,39.20900239,-76.06151392,7.6969185,1,91.4062729,13.56267097,5,3,100,40,4,0.0,0.01,2,15,High,56955.95136386,2260.381371068813,1.0,1,1,4.0
2504,363798.774493,4340197.23155,Yes,Very Low,Very Low,Moderate,Very Low,Very Low,Very Low,0,1,0,0,0,Low,Low,Low,High,Low,Anne Arundel,1.33732998,1.47236001,0.135031,1605.41088867,39.20033885,-76.5777354,30.30171088,2,31.6960596,7.6926132,3,3,0,0,0,3.27024007,0.9,5,13,Medium,45914.935229995,1921.9653900634687,1.0,1,1,3.0
2506,364798.774493,4340197.23155,Yes,Very Low,Low,Moderate,Very Low,Very Low,Very Low,1,1,0,0,0,Low,Low,Low,High,Low,Anne Arundel,1.36157,1.62560999,0.26403901,1789.42504883,39.19998566,-76.56560698,65.00177984,4,13.43019657,20.89794915,2,3,20,20,1,2.49390006,0.9,4,14,High,104692.60964328,1877.433395107858,1.0,1,1,3.0
2509,374548.774493,4340197.23155,Yes,Low,Moderate,Low,Moderate,Very Low,Low,1,0,0,0,0,Low,Moderate,Moderate,Very High,Low,Baltimore,1.99690998,2.31838989,0.32148099,248.60180664,39.20161763,-76.44944221,19.76350918,1,57.76351387,6.2576461,4,2,20,60,2,0.0,0.01,2,11,Low,8717.40674892,515.0419943131001,2.0,1,2,4.0
2510,375798.774493,4340197.23155,No,High,Moderate,Low,Moderate,Moderate,Low,1,1,0,0,0,Moderate,Moderate,High,Very High,Low,Baltimore,2.49898005,2.99467993,0.49569601,487.31741333,39.20250154,-76.43883077,56.07790139,3,91.82402556,41.35878671,5,2,100,80,5,0.0,0.08,2,17,Very High,4012.12107854,286.3822864138958,3.0,2,2,4.0
2511,391798.774493,4340197.23155,No,Moderate,Low,Low,High,Very Low,Low,1,0,0,0,0,Moderate,Moderate,Moderate,Very High,Low,Kent,2.08761001,2.41564989,0.328044,223.31288147,39.20314358,-76.24925176,77.46315894,4,0.0,0.68633046,1,2,100,80,5,0.0,0.9,2,14,High,5202.913483395,456.8696569621408,2.0,2,2,4.0
2512,408048.774493,4340197.23155,Yes,Low,Low,Low,Low,Very Low,Very Low,0,1,0,0,0,Low,Low,Low,Very High,Very High,Kent,1.69860995,1.87012005,0.17151,115.52693176,39.20650407,-76.06518587,59.84664107,3,14.33377212,4.60852531,2,3,60,60,3,2.68269992,0.9,4,15,High,58131.03817231,2359.5366335717345,1.0,1,1,4.0
2513,408298.774493,4340197.23155,Yes,Low,Low,Low,Low,Very Low,Very Low,0,1,0,0,0,Low,Low,Low,Very High,Very High,Kent,1.69860995,1.87012005,0.17151,0.2555488,39.20684069,-76.06353926,21.43462573,2,59.69471398,12.49240804,4,2,20,40,2,2.68269992,0.9,4,14,High,15372.03871062,1133.5916029889145,1.0,1,1,4.0
2514,363798.774493,4339947.23155,Yes,Very Low,Very Low,Moderate,Very Low,Moderate,Very Low,0,1,0,0,0,Low,Low,Low,High,Low,Anne Arundel,1.56457996,1.72256005,0.157976,1386.34533691,39.19834543,-76.57776993,9.31732106,1,0.0,0.44832196,1,1,20,20,1,2.39348006,0.9,4,8,Very Low,960.34521128,194.35899344494402,1.0,1,1,3.0
2516,364548.774493,4339947.23155,Yes,Very Low,Low,Moderate,Low,Moderate,Very Low,1,0,0,0,0,Low,Moderate,Low,High,Low,Anne Arundel,1.81465995,2.0998199,0.28515401,1403.3046875,39.19728093,-76.56896403,8.4680556,1,0.0,0.26494844,1,2,20,40,2,2.39348006,0.9,4,10,Low,9554.980428805,769.6216553626829,1.0,1,2,3.0
2518,374798.774493,4339947.23155,Yes,Low,Moderate,Low,Moderate,Very Low,Low,1,0,0,0,0,Low,Moderate,Moderate,Very High,Low,Baltimore,1.99690998,2.31838989,0.32148099,369.91278076,39.20018226,-76.44870894,58.46862842,3,27.37901211,6.49415964,3,2,60,60,3,2.42978001,0.9,4,15,High,12364.788850395,1197.4717570680427,2.0,1,2,4.0
2519,375798.774493,4339947.23155,No,High,Moderate,Low,Moderate,Moderate,High,1,1,0,0,0,Moderate,High,High,Very High,Very High,Baltimore,2.75909996,3.30640006,0.54729301,711.4317627,39.19979959,-76.43813421,48.40287102,3,25.9390516,11.20409005,3,1,100,40,4,0.0,0.9,2,13,Medium,2900.108613535,305.5512483635618,3.0,2,3,4.0
2520,391798.774493,4339947.23155,No,Moderate,Low,Low,High,Very Low,Very Low,1,0,0,0,0,Low,Moderate,Low,Very High,Low,Kent,1.8908,2.18791008,0.29711699,47.13618851,39.20119135,-76.25021559,40.85155868,3,0.0,4.74275606,1,1,60,60,3,0.0,0.9,2,10,Low,2275.1584942,358.934050781117,1.0,1,2,4.0
2521,407798.774493,4339947.23155,Yes,Low,Low,Low,Low,Very Low,Very Low,0,1,0,0,0,Low,Low,Low,Very High,Very High,Kent,1.69860995,1.87012005,0.17151,420.53988647,39.20366304,-76.06669783,42.45929113,3,12.81607754,2.99188983,2,1,60,60,3,2.42978001,0.9,4,13,Medium,2868.258692165,336.9541874964858,1.0,1,1,4.0
2522,408298.774493,4339947.23155,Yes,Very Low,Low,Low,Very Low,Very Low,Low,0,1,0,0,0,Low,Low,Low,Very High,Low,Queen Anne's,1.53847003,1.69380999,0.155341,43.29545593,39.20260256,-76.05977797,49.28703627,3,94.67250833,39.18714492,5,3,20,20,1,0.0,0.01,2,14,High,48439.360867185,1509.5542013168952,1.0,1,1,4.0
2523,363798.774493,4339697.23155,Yes,Very Low,Very Low,Moderate,Very Low,Very Low,Very Low,0,1,0,0,0,Low,Low,Low,High,Low,Anne Arundel,1.33732998,1.47236001,0.135031,1134.20532227,39.19590697,-76.57707124,52.78870273,3,35.37329122,0.46072508,3,2,60,60,3,2.57468009,0.9,4,15,High,6881.93710328,354.1916158082202,1.0,1,1,3.0
2524,364298.774493,4339697.23155,Yes,Very Low,Low,Moderate,Low,Moderate,Very Low,1,0,0,0,0,Low,Moderate,Low,High,Low,Anne Arundel,1.81465995,2.0998199,0.28515401,1407.05187988,39.19770034,-76.57076614,56.82994987,3,17.74788222,17.81625665,2,2,100,80,5,0.0,0.9,2,14,High,4244.389597285,326.03666210966253,1.0,1,2,3.0
2526,374798.774493,4339697.23155,Yes,Low,Moderate,Low,Moderate,Low,Low,1,0,0,0,0,Moderate,Moderate,Moderate,Very High,Moderate,Baltimore,2.21210003,2.55971003,0.347606,580.11395264,39.19810842,-76.4476223,9.59184836,1,78.43744434,3.56161489,5,2,80,100,5,2.04583001,0.9,3,16,Very High,13530.76445768,801.1912794961149,2.0,2,2,4.0
2527,375548.774493,4339697.23155,No,Low,Moderate,Low,Moderate,Low,Low,1,1,0,0,0,Moderate,Moderate,Moderate,Very High,Very High,Baltimore,2.14394999,2.55971003,0.415759,796.21673584,39.19718147,-76.44028037,39.92123509,2,89.31799992,29.69388041,5,2,80,100,5,0.0,0.01,2,16,Very High,9394.210108495,565.4903570885427,2.0,2,2,4.0
2528,391548.774493,4339697.23155,No,Low,Low,Low,High,Very Low,Very Low,1,1,0,0,0,Low,Moderate,Moderate,Very High,Low,Kent,1.72941005,2.06478,0.33537099,200.46762085,39.19820205,-76.25195633,25.66700171,2,88.8858183,7.29981402,5,2,80,100,5,0.0,0.9,2,16,Very High,27429.3397939,1090.6685224523092,2.0,1,2,4.0
2529,407798.774493,4339697.23155,Yes,Low,Low,Low,Low,Very Low,Low,0,1,0,0,0,Low,Moderate,Low,Very High,Very High,Kent,1.87541997,2.06478,0.189362,181.52003479,39.20153696,-76.06774625,40.70706375,3,6.41776937,12.80292386,2,2,20,20,1,2.49390006,0.9,4,12,Medium,4368.818814955,320.67701912957165,1.0,1,2,4.0
2530,408048.774493,4339697.23155,Yes,Low,Low,Low,Low,Very Low,Very Low,0,1,0,0,0,Low,Low,Low,Very High,Very High,Kent,1.69860995,1.87012005,0.17151,318.15753174,39.20247286,-76.06652998,57.29469959,3,22.79442151,11.24516428,3,3,60,60,3,0.0,0.9,2,14,High,56019.344077725,2174.9028031544885,1.0,1,1,4.0
2531,364048.774493,4339447.23155,Yes,Very Low,Low,Moderate,Low,Very Low,Very Low,0,1,0,0,0,Low,Low,Low,High,High,Anne Arundel,1.63022006,1.79481995,0.16460399,883.19903564,39.19322579,-76.575904,49.03587208,3,91.52522803,18.78185661,5,1,60,20,2,0.0,0.01,2,13,Medium,2022.26025121,191.9700366930403,1.0,1,1,3.0
2532,364298.774493,4339447.23155,Yes,Very Low,Low,Moderate,Low,Very Low,Low,1,1,0,0,0,Low,Low,Moderate,High,Low,Anne Arundel,1.65978003,1.98164999,0.32186699,975.45062256,39.19320553,-76.56922091,18.09736456,1,63.32348222,17.29295976,5,1,100,40,4,0.0,0.01,2,13,Medium,2107.917638485,239.83111743239118,2.0,1,1,3.0
2535,375048.774493,4339447.23155,No,Low,Moderate,Low,High,Low,Low,1,0,0,0,0,Moderate,Moderate,Moderate,Very High,Moderate,Baltimore,2.30490994,2.66709995,0.36219001,737.70654297,39.19653678,-76.44586335,61.80126418,4,2.90568409,2.65733441,2,3,60,40,3,2.64262009,0.9,4,16,Very High,55356.71182833,1674.258412192511,2.0,2,2,4.0
2536,375298.774493,4339447.23155,No,Low,Moderate,Low,High,Low,High,1,0,0,0,0,Moderate,Moderate,Moderate,Very High,Very High,Baltimore,2.54482007,2.94471002,0.39989001,862.31439209,39.19549876,-76.44391329,30.86629825,2,57.00212236,30.24412815,4,2,100,40,4,2.04583001,0.9,3,15,High,21107.481997185,793.2365205182361,2.0,2,2,4.0
2537,391548.774493,4339447.23155,No,Low,Low,Low,High,Very Low,Very Low,1,1,0,0,0,Low,Moderate,Moderate,Very High,Low,Kent,1.72941005,2.06478,0.33537099,417.35025024,39.19641826,-76.25311127,17.41103032,1,-7.44e-06,13.19757761,1,2,100,40,4,2.04583001,0.0,3,11,Low,4398.974603505,435.70059368698344,2.0,1,2,4.0
2538,407798.774493,4339447.23155,Yes,Very Low,Low,Low,Low,Very Low,Low,0,1,0,0,0,Low,Low,Low,Very High,Very High,Kent,1.69860995,1.87012005,0.17151,0.0,39.19935204,-76.06820781,14.5209358,1,60.21416481,1.62353363,5,1,20,60,2,0.0,0.01,2,11,Low,2597.91112307,268.2202360022099,1.0,1,1,4.0
2539,408048.774493,4339447.23155,Yes,Very Low,Low,Low,Low,Very Low,Low,0,1,0,0,0,Low,Low,Low,Very High,Very High,Kent,1.69860995,1.87012005,0.17151,0.0,39.19931047,-76.06820082,62.86756968,4,14.8858601,4.62872388,2,2,60,60,3,2.20071006,0.9,3,14,High,15751.266771165,750.4233179922319,1.0,1,1,4.0
2540,363798.774493,4339197.23155,Yes,Very Low,Low,Moderate,Low,Very Low,Low,1,1,0,0,0,Low,Low,Moderate,High,Low,Anne Arundel,1.65978003,1.98164999,0.32186699,573.72344971,39.19037964,-76.57684222,15.27573316,1,73.42166205,3.42574853,5,2,20,60,2,0.0,0.01,2,12,Medium,5320.72886438,370.77947885742896,2.0,1,1,3.0
2541,364048.774493,4339197.23155,Yes,Very Low,Low,Moderate,Very Low,Very Low,Low,1,1,0,0,0,Low,Low,Low,High,High,Anne Arundel,1.50329995,1.79481995,0.29152301,726.18487549,39.19182983,-76.57529632,66.98090904,4,4.24014895,20.29479912,2,2,60,40,3,2.39348006,0.9,4,15,High,14432.98796507,869.3845527144404,1.0,1,1,3.0
2543,391298.774493,4339197.23155,No,Very High,Moderate,Low,High,Very Low,Very Low,1,1,0,0,0,Moderate,Moderate,Moderate,Very High,Low,Kent,2.08882999,2.49390006,0.40507001,775.23852539,39.19361512,-76.25517734,40.98962784,3,58.04231138,6.10837382,4,2,20,20,1,2.68269992,0.9,4,14,High,37615.721677115,927.8861007996043,2.0,2,2,4.0
2544,407548.774493,4339197.23155,Yes,Low,Low,Low,Low,Very Low,Very Low,0,1,0,0,0,Low,Low,Low,Very High,Very High,Kent,1.69860995,1.87012005,0.17151,7.50659895,39.19679377,-76.0702519,51.14651789,3,40.1479819,0.22762682,4,2,60,20,2,2.35354996,0.9,4,15,High,8416.011749145,517.6973115642706,1.0,1,1,4.0
2546,363548.774493,4338947.23155,Yes,Moderate,Very Low,Moderate,Low,Very Low,Low,0,1,0,0,0,Low,Moderate,Low,High,Low,Anne Arundel,1.90724003,2.0998199,0.19257499,337.41622925,39.189008,-76.57965484,88.1486243,5,7.52788757,21.86957515,2,2,60,40,3,2.39348006,0.9,4,16,Very High,32079.243736805,1080.5048037193615,1.0,1,2,3.0
2547,363798.774493,4338947.23155,Yes,Very Low,Low,Moderate,Low,Very Low,Low,1,1,0,0,0,Low,Low,Moderate,High,Low,Anne Arundel,1.65978003,1.98164999,0.32186699,513.31781006,39.19011251,-76.57763945,59.39360366,3,12.68814435,1.08091695,2,3,60,60,3,3.13857007,0.9,5,16,Very High,93147.63961216,2063.513085268373,2.0,1,1,3.0
2548,367798.774493,4338947.23155,Yes,Low,Low,Moderate,Moderate,Very Low,Low,1,1,0,0,0,Low,Moderate,Moderate,Very High,Low,Anne Arundel,1.94183004,2.31838989,0.37656301,1672.21655273,39.1892685,-76.53202271,65.76455612,4,53.72949462,8.92036055,4,1,60,60,3,2.20071006,0.9,3,15,High,200.84292433,84.62800278287918,2.0,1,2,4.0
2549,391298.774493,4338947.23155,No,Very High,Moderate,Low,High,Very Low,Very Low,1,0,0,0,0,Moderate,Moderate,Moderate,Very High,Low,Kent,2.15523005,2.49390006,0.33866999,989.66973877,39.19194192,-76.25642234,49.20667077,3,21.58418555,6.01329619,3,3,60,60,3,2.20071006,0.9,3,15,High,86546.643722565,3310.06061213295,2.0,2,2,4.0
2550,407548.774493,4338947.23155,Yes,Low,Low,Low,Low,Very Low,Low,0,1,0,0,0,Low,Moderate,Low,Very High,Very High,Kent,1.87541997,2.06478,0.189362,1.98461664,39.19562122,-76.07170215,60.59594297,4,0.87827076,0.31083103,2,3,60,60,3,2.42978001,0.9,4,16,Very High,76690.96613582,3582.2211010335413,1.0,1,2,4.0
2552,362798.774493,4338697.23155,Yes,Very Low,Very Low,Moderate,Very Low,Very Low,Low,1,1,0,0,0,Low,Low,Low,Very High,Low,Anne Arundel,1.36157,1.62560999,0.26403901,204.8883667,39.18633746,-76.58777078,46.40280005,3,75.56088651,7.79479545,5,2,60,60,3,0.0,0.9,2,15,High,5451.78193775,688.523048360398,1.0,1,1,4.0
